city,city_key,datetime,date,hour,station_name,station_id,no2,pm10,o3
Berlin,berlin,2024-01-01 13:00:00,2024-01-01,13,Berlin Grunewald (3.5 m),143,2.0,20.0,54.0
Berlin,berlin,2024-01-01 13:00:00,2024-01-01,13,Berlin Marienfelde,138,2.0,,57.0
Berlin,berlin,2024-01-01 13:00:00,2024-01-01,13,Berlin Neukölln,145,8.0,34.0,50.0
Berlin,berlin,2024-01-01 13:00:00,2024-01-01,13,Berlin Wedding,121,10.0,39.0,50.0
Berlin,berlin,2024-01-01 14:00:00,2024-01-01,14,Berlin Buch,158,9.0,41.0,43.0
Berlin,berlin,2024-01-01 14:00:00,2024-01-01,14,Berlin Grunewald (3.5 m),143,2.0,20.0,52.0
Berlin,berlin,2024-01-01 14:00:00,2024-01-01,14,Berlin Marienfelde,138,2.0,,57.0
Berlin,berlin,2024-01-01 14:00:00,2024-01-01,14,Berlin Neukölln,145,10.0,34.0,49.0
Berlin,berlin,2024-01-01 14:00:00,2024-01-01,14,Berlin Wedding,121,12.0,39.0,50.0
Berlin,berlin,2024-01-01 15:00:00,2024-01-01,15,Berlin Buch,158,11.0,41.0,41.0
Berlin,berlin,2024-01-01 15:00:00,2024-01-01,15,Berlin Grunewald (3.5 m),143,2.0,20.0,55.0
Berlin,berlin,2024-01-01 15:00:00,2024-01-01,15,Berlin Marienfelde,138,2.0,,57.0
Berlin,berlin,2024-01-01 15:00:00,2024-01-01,15,Berlin Neukölln,145,13.0,35.0,46.0
Berlin,berlin,2024-01-01 15:00:00,2024-01-01,15,Berlin Wedding,121,15.0,39.0,47.0
Berlin,berlin,2024-01-01 16:00:00,2024-01-01,16,Berlin Buch,158,12.0,41.0,39.0
Berlin,berlin,2024-01-01 16:00:00,2024-01-01,16,Berlin Grunewald (3.5 m),143,2.0,20.0,58.0
Berlin,berlin,2024-01-01 16:00:00,2024-01-01,16,Berlin Marienfelde,138,2.0,,58.0
Berlin,berlin,2024-01-01 16:00:00,2024-01-01,16,Berlin Neukölln,145,14.0,35.0,46.0
Berlin,berlin,2024-01-01 16:00:00,2024-01-01,16,Berlin Wedding,121,11.0,39.0,52.0
Berlin,berlin,2024-01-01 17:00:00,2024-01-01,17,Berlin Buch,158,12.0,40.0,38.0
Berlin,berlin,2024-01-01 17:00:00,2024-01-01,17,Berlin Grunewald (3.5 m),143,2.0,20.0,57.0
Berlin,berlin,2024-01-01 17:00:00,2024-01-01,17,Berlin Marienfelde,138,2.0,,58.0
Berlin,berlin,2024-01-01 17:00:00,2024-01-01,17,Berlin Neukölln,145,15.0,35.0,45.0
Berlin,berlin,2024-01-01 17:00:00,2024-01-01,17,Berlin Wedding,121,11.0,38.0,53.0
Berlin,berlin,2024-01-01 18:00:00,2024-01-01,18,Berlin Buch,158,13.0,40.0,37.0
Berlin,berlin,2024-01-01 18:00:00,2024-01-01,18,Berlin Grunewald (3.5 m),143,2.0,20.0,53.0
Berlin,berlin,2024-01-01 18:00:00,2024-01-01,18,Berlin Marienfelde,138,2.0,,55.0
Berlin,berlin,2024-01-01 18:00:00,2024-01-01,18,Berlin Neukölln,145,15.0,34.0,45.0
Berlin,berlin,2024-01-01 18:00:00,2024-01-01,18,Berlin Wedding,121,13.0,37.0,50.0
Berlin,berlin,2024-01-01 19:00:00,2024-01-01,19,Berlin Buch,158,11.0,39.0,42.0
Berlin,berlin,2024-01-01 19:00:00,2024-01-01,19,Berlin Grunewald (3.5 m),143,2.0,19.0,51.0
Berlin,berlin,2024-01-01 19:00:00,2024-01-01,19,Berlin Marienfelde,138,3.0,,54.0
Berlin,berlin,2024-01-01 19:00:00,2024-01-01,19,Berlin Neukölln,145,15.0,34.0,42.0
Berlin,berlin,2024-01-01 19:00:00,2024-01-01,19,Berlin Wedding,121,12.0,37.0,49.0
Berlin,berlin,2024-01-01 20:00:00,2024-01-01,20,Berlin Buch,158,10.0,38.0,40.0
Berlin,berlin,2024-01-01 20:00:00,2024-01-01,20,Berlin Grunewald (3.5 m),143,2.0,19.0,47.0
Berlin,berlin,2024-01-01 20:00:00,2024-01-01,20,Berlin Marienfelde,138,3.0,,51.0
Berlin,berlin,2024-01-01 20:00:00,2024-01-01,20,Berlin Neukölln,145,16.0,33.0,40.0
Berlin,berlin,2024-01-01 20:00:00,2024-01-01,20,Berlin Wedding,121,12.0,35.0,48.0
Berlin,berlin,2024-01-01 21:00:00,2024-01-01,21,Berlin Buch,158,8.0,36.0,42.0
Berlin,berlin,2024-01-01 21:00:00,2024-01-01,21,Berlin Grunewald (3.5 m),143,2.0,18.0,47.0
Berlin,berlin,2024-01-01 21:00:00,2024-01-01,21,Berlin Marienfelde,138,2.0,,51.0
Berlin,berlin,2024-01-01 21:00:00,2024-01-01,21,Berlin Neukölln,145,14.0,31.0,40.0
Berlin,berlin,2024-01-01 21:00:00,2024-01-01,21,Berlin Wedding,121,10.0,33.0,47.0
Berlin,berlin,2024-01-01 22:00:00,2024-01-01,22,Berlin Buch,158,5.0,35.0,45.0
Berlin,berlin,2024-01-01 22:00:00,2024-01-01,22,Berlin Grunewald (3.5 m),143,2.0,18.0,49.0
Berlin,berlin,2024-01-01 22:00:00,2024-01-01,22,Berlin Marienfelde,138,3.0,,51.0
Berlin,berlin,2024-01-01 22:00:00,2024-01-01,22,Berlin Neukölln,145,10.0,30.0,42.0
Berlin,berlin,2024-01-01 22:00:00,2024-01-01,22,Berlin Wedding,121,8.0,32.0,49.0
Berlin,berlin,2024-01-01 23:00:00,2024-01-01,23,Berlin Buch,158,5.0,34.0,45.0
Berlin,berlin,2024-01-01 23:00:00,2024-01-01,23,Berlin Grunewald (3.5 m),143,2.0,17.0,50.0
Berlin,berlin,2024-01-01 23:00:00,2024-01-01,23,Berlin Marienfelde,138,4.0,,50.0
Berlin,berlin,2024-01-01 23:00:00,2024-01-01,23,Berlin Neukölln,145,9.0,29.0,44.0
Berlin,berlin,2024-01-01 23:00:00,2024-01-01,23,Berlin Wedding,121,6.0,30.0,52.0
Berlin,berlin,2024-01-02 00:00:00,2024-01-02,0,Berlin Buch,158,5.0,31.0,45.0
Berlin,berlin,2024-01-02 00:00:00,2024-01-02,0,Berlin Grunewald (3.5 m),143,2.0,16.0,54.0
Berlin,berlin,2024-01-02 00:00:00,2024-01-02,0,Berlin Marienfelde,138,2.0,,51.0
Berlin,berlin,2024-01-02 00:00:00,2024-01-02,0,Berlin Neukölln,145,8.0,21.0,47.0
Berlin,berlin,2024-01-02 00:00:00,2024-01-02,0,Berlin Wedding,121,7.0,22.0,55.0
Berlin,berlin,2024-01-02 01:00:00,2024-01-02,1,Berlin Buch,158,5.0,23.0,46.0
Berlin,berlin,2024-01-02 01:00:00,2024-01-02,1,Berlin Grunewald (3.5 m),143,3.0,13.0,43.0
Berlin,berlin,2024-01-02 01:00:00,2024-01-02,1,Berlin Marienfelde,138,2.0,,49.0
Berlin,berlin,2024-01-02 01:00:00,2024-01-02,1,Berlin Neukölln,145,10.0,17.0,43.0
Berlin,berlin,2024-01-02 01:00:00,2024-01-02,1,Berlin Wedding,121,7.0,15.0,54.0
Berlin,berlin,2024-01-02 02:00:00,2024-01-02,2,Berlin Buch,158,6.0,16.0,44.0
Berlin,berlin,2024-01-02 02:00:00,2024-01-02,2,Berlin Grunewald (3.5 m),143,4.0,11.0,38.0
Berlin,berlin,2024-01-02 02:00:00,2024-01-02,2,Berlin Marienfelde,138,2.0,,48.0
Berlin,berlin,2024-01-02 02:00:00,2024-01-02,2,Berlin Neukölln,145,9.0,15.0,43.0
Berlin,berlin,2024-01-02 02:00:00,2024-01-02,2,Berlin Wedding,121,9.0,12.0,47.0
Berlin,berlin,2024-01-02 03:00:00,2024-01-02,3,Berlin Buch,158,8.0,13.0,40.0
Berlin,berlin,2024-01-02 03:00:00,2024-01-02,3,Berlin Grunewald (3.5 m),143,5.0,9.0,41.0
Berlin,berlin,2024-01-02 03:00:00,2024-01-02,3,Berlin Marienfelde,138,2.0,,49.0
Berlin,berlin,2024-01-02 03:00:00,2024-01-02,3,Berlin Neukölln,145,8.0,14.0,44.0
Berlin,berlin,2024-01-02 03:00:00,2024-01-02,3,Berlin Wedding,121,12.0,11.0,44.0
Berlin,berlin,2024-01-02 04:00:00,2024-01-02,4,Berlin Buch,158,7.0,12.0,42.0
Berlin,berlin,2024-01-02 04:00:00,2024-01-02,4,Berlin Grunewald (3.5 m),143,7.0,8.0,28.0
Berlin,berlin,2024-01-02 04:00:00,2024-01-02,4,Berlin Marienfelde,138,5.0,,43.0
Berlin,berlin,2024-01-02 04:00:00,2024-01-02,4,Berlin Neukölln,145,11.0,14.0,41.0
Berlin,berlin,2024-01-02 04:00:00,2024-01-02,4,Berlin Wedding,121,10.0,10.0,44.0
Berlin,berlin,2024-01-02 05:00:00,2024-01-02,5,Berlin Buch,158,15.0,11.0,35.0
Berlin,berlin,2024-01-02 05:00:00,2024-01-02,5,Berlin Grunewald (3.5 m),143,12.0,8.0,19.0
Berlin,berlin,2024-01-02 05:00:00,2024-01-02,5,Berlin Marienfelde,138,4.0,,41.0
Berlin,berlin,2024-01-02 05:00:00,2024-01-02,5,Berlin Neukölln,145,14.0,13.0,36.0
Berlin,berlin,2024-01-02 05:00:00,2024-01-02,5,Berlin Wedding,121,16.0,9.0,37.0
Berlin,berlin,2024-01-02 06:00:00,2024-01-02,6,Berlin Buch,158,15.0,10.0,30.0
Berlin,berlin,2024-01-02 06:00:00,2024-01-02,6,Berlin Grunewald (3.5 m),143,19.0,7.0,15.0
Berlin,berlin,2024-01-02 06:00:00,2024-01-02,6,Berlin Marienfelde,138,6.0,,32.0
Berlin,berlin,2024-01-02 06:00:00,2024-01-02,6,Berlin Neukölln,145,25.0,12.0,25.0
Berlin,berlin,2024-01-02 06:00:00,2024-01-02,6,Berlin Wedding,121,25.0,8.0,29.0
Berlin,berlin,2024-01-02 07:00:00,2024-01-02,7,Berlin Buch,158,16.0,10.0,29.0
Berlin,berlin,2024-01-02 07:00:00,2024-01-02,7,Berlin Grunewald (3.5 m),143,18.0,7.0,22.0
Berlin,berlin,2024-01-02 07:00:00,2024-01-02,7,Berlin Marienfelde,138,8.0,,36.0
Berlin,berlin,2024-01-02 07:00:00,2024-01-02,7,Berlin Neukölln,145,31.0,12.0,21.0
Berlin,berlin,2024-01-02 07:00:00,2024-01-02,7,Berlin Wedding,121,31.0,8.0,24.0
Berlin,berlin,2024-01-02 08:00:00,2024-01-02,8,Berlin Buch,158,12.0,9.0,31.0
Berlin,berlin,2024-01-02 08:00:00,2024-01-02,8,Berlin Grunewald (3.5 m),143,12.0,6.0,29.0
Berlin,berlin,2024-01-02 08:00:00,2024-01-02,8,Berlin Marienfelde,138,9.0,,35.0
Berlin,berlin,2024-01-02 08:00:00,2024-01-02,8,Berlin Neukölln,145,24.0,12.0,27.0
Berlin,berlin,2024-01-02 08:00:00,2024-01-02,8,Berlin Wedding,121,27.0,8.0,28.0
Berlin,berlin,2024-01-02 09:00:00,2024-01-02,9,Berlin Buch,158,10.0,9.0,36.0
Berlin,berlin,2024-01-02 09:00:00,2024-01-02,9,Berlin Grunewald (3.5 m),143,10.0,6.0,34.0
Berlin,berlin,2024-01-02 09:00:00,2024-01-02,9,Berlin Marienfelde,138,7.0,,39.0
Berlin,berlin,2024-01-02 09:00:00,2024-01-02,9,Berlin Neukölln,145,24.0,12.0,28.0
Berlin,berlin,2024-01-02 09:00:00,2024-01-02,9,Berlin Wedding,121,25.0,8.0,31.0
Berlin,berlin,2024-01-02 10:00:00,2024-01-02,10,Berlin Buch,158,9.0,9.0,39.0
Berlin,berlin,2024-01-02 10:00:00,2024-01-02,10,Berlin Grunewald (3.5 m),143,10.0,6.0,38.0
Berlin,berlin,2024-01-02 10:00:00,2024-01-02,10,Berlin Marienfelde,138,6.0,,43.0
Berlin,berlin,2024-01-02 10:00:00,2024-01-02,10,Berlin Neukölln,145,18.0,11.0,35.0
Berlin,berlin,2024-01-02 10:00:00,2024-01-02,10,Berlin Wedding,121,22.0,8.0,35.0
Berlin,berlin,2024-01-02 11:00:00,2024-01-02,11,Berlin Buch,158,9.0,9.0,40.0
Berlin,berlin,2024-01-02 11:00:00,2024-01-02,11,Berlin Grunewald (3.5 m),143,8.0,6.0,41.0
Berlin,berlin,2024-01-02 11:00:00,2024-01-02,11,Berlin Marienfelde,138,7.0,,41.0
Berlin,berlin,2024-01-02 11:00:00,2024-01-02,11,Berlin Neukölln,145,18.0,11.0,34.0
Berlin,berlin,2024-01-02 11:00:00,2024-01-02,11,Berlin Wedding,121,20.0,8.0,37.0
Berlin,berlin,2024-01-02 12:00:00,2024-01-02,12,Berlin Buch,158,6.0,9.0,44.0
Berlin,berlin,2024-01-02 12:00:00,2024-01-02,12,Berlin Grunewald (3.5 m),143,10.0,6.0,42.0
Berlin,berlin,2024-01-02 12:00:00,2024-01-02,12,Berlin Marienfelde,138,7.0,,42.0
Berlin,berlin,2024-01-02 12:00:00,2024-01-02,12,Berlin Neukölln,145,18.0,11.0,35.0
Berlin,berlin,2024-01-02 12:00:00,2024-01-02,12,Berlin Wedding,121,21.0,8.0,36.0
Berlin,berlin,2024-01-02 13:00:00,2024-01-02,13,Berlin Buch,158,6.0,9.0,42.0
Berlin,berlin,2024-01-02 13:00:00,2024-01-02,13,Berlin Grunewald (3.5 m),143,9.0,6.0,40.0
Berlin,berlin,2024-01-02 13:00:00,2024-01-02,13,Berlin Marienfelde,138,7.0,,40.0
Berlin,berlin,2024-01-02 13:00:00,2024-01-02,13,Berlin Neukölln,145,19.0,11.0,30.0
Berlin,berlin,2024-01-02 13:00:00,2024-01-02,13,Berlin Wedding,121,21.0,7.0,33.0
Berlin,berlin,2024-01-02 14:00:00,2024-01-02,14,Berlin Buch,158,7.0,8.0,39.0
Berlin,berlin,2024-01-02 14:00:00,2024-01-02,14,Berlin Grunewald (3.5 m),143,9.0,6.0,38.0
Berlin,berlin,2024-01-02 14:00:00,2024-01-02,14,Berlin Marienfelde,138,7.0,,38.0
Berlin,berlin,2024-01-02 14:00:00,2024-01-02,14,Berlin Neukölln,145,20.0,10.0,28.0
Berlin,berlin,2024-01-02 14:00:00,2024-01-02,14,Berlin Wedding,121,24.0,7.0,28.0
Berlin,berlin,2024-01-02 15:00:00,2024-01-02,15,Berlin Buch,158,9.0,8.0,36.0
Berlin,berlin,2024-01-02 15:00:00,2024-01-02,15,Berlin Grunewald (3.5 m),143,10.0,6.0,36.0
Berlin,berlin,2024-01-02 15:00:00,2024-01-02,15,Berlin Marienfelde,138,8.0,,37.0
Berlin,berlin,2024-01-02 15:00:00,2024-01-02,15,Berlin Neukölln,145,24.0,10.0,24.0
Berlin,berlin,2024-01-02 15:00:00,2024-01-02,15,Berlin Wedding,121,25.0,7.0,27.0
Berlin,berlin,2024-01-02 16:00:00,2024-01-02,16,Berlin Buch,158,9.0,8.0,35.0
Berlin,berlin,2024-01-02 16:00:00,2024-01-02,16,Berlin Grunewald (3.5 m),143,10.0,6.0,33.0
Berlin,berlin,2024-01-02 16:00:00,2024-01-02,16,Berlin Marienfelde,138,9.0,,36.0
Berlin,berlin,2024-01-02 16:00:00,2024-01-02,16,Berlin Neukölln,145,25.0,10.0,22.0
Berlin,berlin,2024-01-02 16:00:00,2024-01-02,16,Berlin Wedding,121,29.0,7.0,22.0
Berlin,berlin,2024-01-02 17:00:00,2024-01-02,17,Berlin Buch,158,8.0,8.0,35.0
Berlin,berlin,2024-01-02 17:00:00,2024-01-02,17,Berlin Grunewald (3.5 m),143,10.0,6.0,33.0
Berlin,berlin,2024-01-02 17:00:00,2024-01-02,17,Berlin Marienfelde,138,11.0,,33.0
Berlin,berlin,2024-01-02 17:00:00,2024-01-02,17,Berlin Neukölln,145,27.0,9.0,20.0
Berlin,berlin,2024-01-02 17:00:00,2024-01-02,17,Berlin Wedding,121,28.0,7.0,21.0
Berlin,berlin,2024-01-02 18:00:00,2024-01-02,18,Berlin Buch,158,8.0,8.0,34.0
Berlin,berlin,2024-01-02 18:00:00,2024-01-02,18,Berlin Grunewald (3.5 m),143,12.0,6.0,29.0
Berlin,berlin,2024-01-02 18:00:00,2024-01-02,18,Berlin Marienfelde,138,11.0,,31.0
Berlin,berlin,2024-01-02 18:00:00,2024-01-02,18,Berlin Neukölln,145,27.0,9.0,20.0
Berlin,berlin,2024-01-02 18:00:00,2024-01-02,18,Berlin Wedding,121,30.0,7.0,19.0
Berlin,berlin,2024-01-02 19:00:00,2024-01-02,19,Berlin Buch,158,9.0,8.0,33.0
Berlin,berlin,2024-01-02 19:00:00,2024-01-02,19,Berlin Grunewald (3.5 m),143,12.0,6.0,28.0
Berlin,berlin,2024-01-02 19:00:00,2024-01-02,19,Berlin Marienfelde,138,9.0,,31.0
Berlin,berlin,2024-01-02 19:00:00,2024-01-02,19,Berlin Neukölln,145,27.0,9.0,19.0
Berlin,berlin,2024-01-02 19:00:00,2024-01-02,19,Berlin Wedding,121,31.0,8.0,17.0
Berlin,berlin,2024-01-02 20:00:00,2024-01-02,20,Berlin Buch,158,9.0,8.0,32.0
Berlin,berlin,2024-01-02 20:00:00,2024-01-02,20,Berlin Grunewald (3.5 m),143,12.0,6.0,23.0
Berlin,berlin,2024-01-02 20:00:00,2024-01-02,20,Berlin Marienfelde,138,8.0,,32.0
Berlin,berlin,2024-01-02 20:00:00,2024-01-02,20,Berlin Neukölln,145,27.0,8.0,17.0
Berlin,berlin,2024-01-02 20:00:00,2024-01-02,20,Berlin Wedding,121,29.0,8.0,18.0
Berlin,berlin,2024-01-02 21:00:00,2024-01-02,21,Berlin Buch,158,9.0,8.0,31.0
Berlin,berlin,2024-01-02 21:00:00,2024-01-02,21,Berlin Grunewald (3.5 m),143,13.0,6.0,22.0
Berlin,berlin,2024-01-02 21:00:00,2024-01-02,21,Berlin Marienfelde,138,8.0,,33.0
Berlin,berlin,2024-01-02 21:00:00,2024-01-02,21,Berlin Neukölln,145,25.0,8.0,19.0
Berlin,berlin,2024-01-02 21:00:00,2024-01-02,21,Berlin Wedding,121,24.0,8.0,23.0
Berlin,berlin,2024-01-02 22:00:00,2024-01-02,22,Berlin Buch,158,8.0,8.0,32.0
Berlin,berlin,2024-01-02 22:00:00,2024-01-02,22,Berlin Grunewald (3.5 m),143,14.0,6.0,25.0
Berlin,berlin,2024-01-02 22:00:00,2024-01-02,22,Berlin Marienfelde,138,7.0,,37.0
Berlin,berlin,2024-01-02 22:00:00,2024-01-02,22,Berlin Neukölln,145,20.0,9.0,25.0
Berlin,berlin,2024-01-02 22:00:00,2024-01-02,22,Berlin Wedding,121,25.0,8.0,24.0
Berlin,berlin,2024-01-02 23:00:00,2024-01-02,23,Berlin Buch,158,6.0,8.0,34.0
Berlin,berlin,2024-01-02 23:00:00,2024-01-02,23,Berlin Grunewald (3.5 m),143,8.0,6.0,37.0
Berlin,berlin,2024-01-02 23:00:00,2024-01-02,23,Berlin Marienfelde,138,2.0,,52.0
Berlin,berlin,2024-01-02 23:00:00,2024-01-02,23,Berlin Neukölln,145,16.0,9.0,35.0
Berlin,berlin,2024-01-02 23:00:00,2024-01-02,23,Berlin Wedding,121,19.0,8.0,33.0
Berlin,berlin,2024-01-03 00:00:00,2024-01-03,0,Berlin Buch,158,7.0,8.0,39.0
Berlin,berlin,2024-01-03 00:00:00,2024-01-03,0,Berlin Grunewald (3.5 m),143,5.0,6.0,50.0
Berlin,berlin,2024-01-03 00:00:00,2024-01-03,0,Berlin Marienfelde,138,2.0,,55.0
Berlin,berlin,2024-01-03 00:00:00,2024-01-03,0,Berlin Neukölln,145,10.0,9.0,46.0
Berlin,berlin,2024-01-03 00:00:00,2024-01-03,0,Berlin Wedding,121,14.0,8.0,42.0
Berlin,berlin,2024-01-03 01:00:00,2024-01-03,1,Berlin Buch,158,7.0,8.0,44.0
Berlin,berlin,2024-01-03 01:00:00,2024-01-03,1,Berlin Grunewald (3.5 m),143,4.0,6.0,50.0
Berlin,berlin,2024-01-03 01:00:00,2024-01-03,1,Berlin Marienfelde,138,2.0,,56.0
Berlin,berlin,2024-01-03 01:00:00,2024-01-03,1,Berlin Neukölln,145,8.0,8.0,50.0
Berlin,berlin,2024-01-03 01:00:00,2024-01-03,1,Berlin Wedding,121,9.0,8.0,50.0
Berlin,berlin,2024-01-03 02:00:00,2024-01-03,2,Berlin Buch,158,6.0,8.0,48.0
Berlin,berlin,2024-01-03 02:00:00,2024-01-03,2,Berlin Grunewald (3.5 m),143,3.0,6.0,54.0
