date,temperature,temp_min,temp_max,precipitation,snow,wdir,wind_speed,wpgt,pressure,tsun,city,city_key,lat,lon,datetime
2024-01-28,3.2,-0.9,8.2,0.0,0.0,,3.8055555555555554,33.5,1031.3,438.0,Hamburg,hamburg,53.5511,10.0,2024-01-28
2024-01-29,5.5,2.6,10.0,0.0,0.0,,2.888888888888889,26.6,1026.6,366.0,Hamburg,hamburg,53.5511,10.0,2024-01-29
2024-01-30,7.0,2.8,10.6,0.4,0.0,,3.6944444444444446,49.3,1025.9,0.0,Hamburg,hamburg,53.5511,10.0,2024-01-30
2024-01-31,5.6,4.6,6.7,2.6,0.0,,6.499999999999999,58.7,1027.7,24.0,Hamburg,hamburg,53.5511,10.0,2024-01-31
2024-02-01,6.2,4.5,8.2,0.0,0.0,,6.388888888888888,61.6,1023.5,300.0,Hamburg,hamburg,53.5511,10.0,2024-02-01
2024-02-02,6.9,4.8,10.0,2.6,0.0,,6.0,50.0,1021.4,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-02
2024-02-03,9.2,6.3,10.5,0.1,0.0,,7.0,55.4,1017.7,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-03
2024-02-04,7.3,6.0,9.6,8.2,0.0,,6.694444444444445,61.2,1013.7,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-04
2024-02-05,8.7,8.1,9.6,4.9,0.0,,8.61111111111111,68.0,1009.3,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-05
2024-02-06,9.2,5.2,11.3,13.5,0.0,,8.11111111111111,61.2,1001.0,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-06
2024-02-07,3.8,-0.4,6.0,0.1,0.0,,4.805555555555555,53.6,1002.2,138.0,Hamburg,hamburg,53.5511,10.0,2024-02-07
2024-02-08,1.7,-1.2,4.5,1.9,0.0,,2.888888888888889,32.0,1000.9,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-08
2024-02-09,2.1,0.7,4.2,9.8,0.0,,5.111111111111111,43.9,989.9,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-09
2024-02-10,5.7,4.1,7.6,0.5,0.0,,3.3888888888888884,32.8,990.9,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-10
2024-02-11,5.0,4.5,5.7,3.3,0.0,,4.111111111111112,34.6,992.6,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-11
2024-02-12,6.8,4.6,8.6,0.1,0.0,,3.3055555555555554,32.0,1001.3,18.0,Hamburg,hamburg,53.5511,10.0,2024-02-12
2024-02-13,5.8,2.4,7.4,4.9,0.0,,4.694444444444444,35.6,1014.4,18.0,Hamburg,hamburg,53.5511,10.0,2024-02-13
2024-02-14,8.3,4.6,11.1,5.0,0.0,,4.305555555555555,31.3,1014.0,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-14
2024-02-15,12.0,10.9,12.9,2.4,0.0,,3.6944444444444446,27.7,1014.4,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-15
2024-02-16,11.6,10.2,14.9,1.3,0.0,,4.805555555555555,43.2,1012.0,18.0,Hamburg,hamburg,53.5511,10.0,2024-02-16
2024-02-17,6.1,1.2,10.3,0.0,0.0,,4.888888888888889,47.5,1028.2,24.0,Hamburg,hamburg,53.5511,10.0,2024-02-17
2024-02-18,6.8,2.3,9.5,19.2,0.0,,4.111111111111112,35.3,1024.3,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-18
2024-02-19,7.9,5.8,10.5,2.7,0.0,,5.5,52.6,1019.9,12.0,Hamburg,hamburg,53.5511,10.0,2024-02-19
2024-02-20,8.1,6.6,9.7,0.6,0.0,,5.388888888888888,46.4,1022.2,72.0,Hamburg,hamburg,53.5511,10.0,2024-02-20
2024-02-21,8.8,7.6,9.8,5.3,0.0,,5.305555555555556,40.7,1011.7,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-21
2024-02-22,9.8,7.5,11.8,0.8,0.0,,5.805555555555555,78.8,988.7,18.0,Hamburg,hamburg,53.5511,10.0,2024-02-22
2024-02-23,6.9,4.7,10.1,0.7,0.0,,8.5,82.8,990.5,114.0,Hamburg,hamburg,53.5511,10.0,2024-02-23
2024-02-24,5.0,1.7,9.3,1.8,0.0,,3.888888888888889,64.1,999.9,84.0,Hamburg,hamburg,53.5511,10.0,2024-02-24
2024-02-25,4.9,2.0,8.3,3.4,0.0,,3.888888888888889,52.9,1003.2,84.0,Hamburg,hamburg,53.5511,10.0,2024-02-25
2024-02-26,2.7,-2.0,6.9,0.0,0.0,,2.388888888888889,26.6,1009.3,24.0,Hamburg,hamburg,53.5511,10.0,2024-02-26
2024-02-27,3.9,2.9,5.4,0.0,0.0,,2.305555555555556,25.2,1018.7,0.0,Hamburg,hamburg,53.5511,10.0,2024-02-27
2024-02-28,4.8,2.2,7.4,0.0,0.0,,3.5,25.9,1020.4,84.0,Hamburg,hamburg,53.5511,10.0,2024-02-28
2024-02-29,7.4,2.1,13.1,0.0,0.0,,5.888888888888888,42.1,1012.1,552.0,Hamburg,hamburg,53.5511,10.0,2024-02-29
2024-03-01,7.4,2.6,11.9,0.4,0.0,,4.0,28.4,1004.9,210.0,Hamburg,hamburg,53.5511,10.0,2024-03-01
2024-03-02,9.5,7.3,13.5,0.0,0.0,,3.6944444444444446,31.0,1004.9,228.0,Hamburg,hamburg,53.5511,10.0,2024-03-02
2024-03-03,8.7,3.3,14.3,0.0,0.0,,4.111111111111112,36.4,1005.4,402.0,Hamburg,hamburg,53.5511,10.0,2024-03-03
2024-03-04,7.5,4.4,13.5,0.0,0.0,,3.6944444444444446,35.6,1011.2,258.0,Hamburg,hamburg,53.5511,10.0,2024-03-04
2024-03-05,5.1,3.8,8.6,0.0,0.0,,5.694444444444445,42.1,1017.9,264.0,Hamburg,hamburg,53.5511,10.0,2024-03-05
2024-03-06,4.4,1.4,8.1,0.0,0.0,,3.3055555555555554,27.7,1025.5,444.0,Hamburg,hamburg,53.5511,10.0,2024-03-06
2024-03-07,3.8,0.4,7.6,0.0,0.0,,4.111111111111112,32.8,1027.5,144.0,Hamburg,hamburg,53.5511,10.0,2024-03-07
2024-03-08,3.4,-1.6,8.8,0.0,0.0,,4.694444444444444,43.9,1019.7,606.0,Hamburg,hamburg,53.5511,10.0,2024-03-08
2024-03-09,5.6,1.2,10.5,0.0,0.0,,6.0,58.0,1009.0,432.0,Hamburg,hamburg,53.5511,10.0,2024-03-09
2024-03-10,6.8,2.3,11.7,0.0,0.0,,5.805555555555555,45.7,1004.1,408.0,Hamburg,hamburg,53.5511,10.0,2024-03-10
2024-03-11,6.8,4.5,8.7,0.0,0.0,,4.305555555555555,35.6,1004.6,6.0,Hamburg,hamburg,53.5511,10.0,2024-03-11
2024-03-12,7.2,2.7,10.7,0.0,0.0,,2.305555555555556,24.1,1013.0,6.0,Hamburg,hamburg,53.5511,10.0,2024-03-12
2024-03-13,7.9,2.2,11.4,0.5,0.0,,3.5,29.5,1014.6,276.0,Hamburg,hamburg,53.5511,10.0,2024-03-13
2024-03-14,12.4,9.1,17.1,0.0,0.0,,4.888888888888889,42.1,1011.4,300.0,Hamburg,hamburg,53.5511,10.0,2024-03-14
2024-03-15,11.8,8.4,15.1,10.8,0.0,,4.305555555555555,43.9,1006.6,60.0,Hamburg,hamburg,53.5511,10.0,2024-03-15
2024-03-16,8.3,4.0,11.1,0.4,0.0,,6.499999999999999,56.2,1014.5,276.0,Hamburg,hamburg,53.5511,10.0,2024-03-16
2024-03-17,5.7,0.5,10.2,0.0,0.0,,2.694444444444444,29.5,1023.6,582.0,Hamburg,hamburg,53.5511,10.0,2024-03-17
2024-03-18,5.8,2.6,9.9,0.2,0.0,,5.5,35.3,1019.6,126.0,Hamburg,hamburg,53.5511,10.0,2024-03-18
2024-03-19,7.6,2.3,11.7,0.4,0.0,,4.888888888888889,31.0,1019.9,60.0,Hamburg,hamburg,53.5511,10.0,2024-03-19
2024-03-20,11.5,7.7,15.6,3.3,0.0,,1.611111111111111,18.4,1019.1,108.0,Hamburg,hamburg,53.5511,10.0,2024-03-20
2024-03-21,9.2,6.6,11.4,0.1,0.0,,3.888888888888889,48.6,1019.9,0.0,Hamburg,hamburg,53.5511,10.0,2024-03-21
2024-03-22,9.2,6.6,10.7,0.8,0.0,,4.694444444444444,37.1,1013.2,0.0,Hamburg,hamburg,53.5511,10.0,2024-03-22
2024-03-23,5.9,3.3,10.2,0.7,0.0,,4.111111111111112,64.8,1004.8,240.0,Hamburg,hamburg,53.5511,10.0,2024-03-23
2024-03-24,5.8,3.1,8.9,1.6,0.0,,6.305555555555555,52.9,997.5,36.0,Hamburg,hamburg,53.5511,10.0,2024-03-24
2024-03-25,6.2,1.6,10.2,0.6,0.0,,3.611111111111111,37.1,1004.1,324.0,Hamburg,hamburg,53.5511,10.0,2024-03-25
2024-03-26,7.4,1.2,11.9,0.0,0.0,,5.0,48.6,997.3,390.0,Hamburg,hamburg,53.5511,10.0,2024-03-26
2024-03-27,10.5,4.6,17.7,0.7,0.0,,2.8055555555555554,26.6,987.8,438.0,Hamburg,hamburg,53.5511,10.0,2024-03-27
2024-03-28,8.1,5.6,13.2,9.4,0.0,,4.805555555555555,64.8,986.7,108.0,Hamburg,hamburg,53.5511,10.0,2024-03-28
2024-03-29,9.5,6.1,13.3,0.0,0.0,,4.805555555555555,38.9,995.9,30.0,Hamburg,hamburg,53.5511,10.0,2024-03-29
2024-03-30,13.7,9.1,19.0,0.0,0.0,,3.5,40.0,998.7,210.0,Hamburg,hamburg,53.5511,10.0,2024-03-30
2024-03-31,9.7,8.0,13.4,0.7,0.0,,2.388888888888889,22.3,999.9,42.0,Hamburg,hamburg,53.5511,10.0,2024-03-31
2024-01-01,8.6,7.5,9.4,14.9,0.0,,5.888888888888888,48.2,1005.7,0.0,Cologne,cologne,50.9375,6.9603,2024-01-01
2024-01-02,10.3,7.3,13.1,13.1,0.0,,7.277777777777778,69.1,994.9,0.0,Cologne,cologne,50.9375,6.9603,2024-01-02
2024-01-03,11.1,8.1,12.8,2.9,0.0,,7.611111111111111,60.5,992.6,36.0,Cologne,cologne,50.9375,6.9603,2024-01-03
2024-01-04,8.6,7.6,10.2,5.1,0.0,,5.611111111111111,53.6,1002.4,18.0,Cologne,cologne,50.9375,6.9603,2024-01-04
2024-01-05,8.6,6.6,10.0,2.0,0.0,,5.611111111111111,45.0,1000.7,108.0,Cologne,cologne,50.9375,6.9603,2024-01-05
